Parent,ParentFIPS,Child,ChildFIPS
"Columbus, OH (Metropolitan Statistical Area)","18140","Perry, OH","39127"
"Columbus, OH (Metropolitan Statistical Area)","18140","Pickaway, OH","39129"
"Columbus, OH (Metropolitan Statistical Area)","18140","Union, OH","39159"
"Corpus Christi, TX (Metropolitan Statistical Area)","18580","Nueces, TX","48355"
"Corpus Christi, TX (Metropolitan Statistical Area)","18580","San Patricio, TX","48409"
"Corvallis, OR (Metropolitan Statistical Area)","18700","Benton, OR","41003"
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","18880","Okaloosa, FL","12091"
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","18880","Walton, FL","12131"
"Cumberland, MD-WV (Metropolitan Statistical Area)","19060","Allegany, MD","24001"
"Cumberland, MD-WV (Metropolitan Statistical Area)","19060","Mineral, WV","54057"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Collin, TX","48085"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Dallas, TX","48113"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Denton, TX","48121"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Ellis, TX","48139"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Hunt, TX","48231"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Johnson, TX","48251"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Kaufman, TX","48257"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Parker, TX","48367"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Rockwall, TX","48397"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Tarrant, TX","48439"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Wise, TX","48497"
"Dalton, GA (Metropolitan Statistical Area)","19140","Murray, GA","13213"
"Dalton, GA (Metropolitan Statistical Area)","19140","Whitfield, GA","13313"
"Danville, IL (Metropolitan Statistical Area)","19180","Vermilion, IL","17183"
"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","19300","Baldwin, AL","01003"
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","19340","Henry, IL","17073"
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","19340","Mercer, IL","17131"
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","19340","Rock Island, IL","17161"
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","19340","Scott, IA","19163"
"Dayton-Kettering, OH (Metropolitan Statistical Area)","19430","Greene, OH","39057"
"Dayton-Kettering, OH (Metropolitan Statistical Area)","19430","Miami, OH","39109"
"Dayton-Kettering, OH (Metropolitan Statistical Area)","19430","Montgomery, OH","39113"
"Decatur, AL (Metropolitan Statistical Area)","19460","Lawrence, AL","01079"
"Decatur, AL (Metropolitan Statistical Area)","19460","Morgan, AL","01103"
"Decatur, IL (Metropolitan Statistical Area)","19500","Macon, IL","17115"
"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","19660","Flagler, FL","12035"
"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","19660","Volusia, FL","12127"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Adams, CO","08001"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Arapahoe, CO","08005"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Broomfield, CO","08014"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Clear Creek, CO","08019"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Denver, CO","08031"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Douglas, CO","08035"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Elbert, CO","08039"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Gilpin, CO","08047"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Jefferson, CO","08059"
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","19740","Park, CO","08093"
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","19780","Dallas, IA","19049"
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","19780","Guthrie, IA","19077"
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","19780","Jasper, IA","19099"
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","19780","Madison, IA","19121"
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","19780","Polk, IA","19153"
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","19780","Warren, IA","19181"
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","19820","Lapeer, MI","26087"
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","19820","Livingston, MI","26093"
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","19820","Macomb, MI","26099"
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","19820","Oakland, MI","26125"
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","19820","St. Clair, MI","26147"
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","19820","Wayne, MI","26163"
"Dothan, AL (Metropolitan Statistical Area)","20020","Geneva, AL","01061"
"Dothan, AL (Metropolitan Statistical Area)","20020","Henry, AL","01067"
"Dothan, AL (Metropolitan Statistical Area)","20020","Houston, AL","01069"
"Dover, DE (Metropolitan Statistical Area)","20100","Kent, DE","10001"
"Dubuque, IA (Metropolitan Statistical Area)","20220","Dubuque, IA","19061"
"Duluth, MN-WI (Metropolitan Statistical Area)","20260","Carlton, MN","27017"
"Duluth, MN-WI (Metropolitan Statistical Area)","20260","Lake, MN","27075"
"Duluth, MN-WI (Metropolitan Statistical Area)","20260","St. Louis, MN","27137"
"Duluth, MN-WI (Metropolitan Statistical Area)","20260","Douglas, WI","55031"
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)","20500","Chatham, NC","37037"
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)","20500","Durham, NC","37063"
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)","20500","Granville, NC","37077"
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)","20500","Orange, NC","37135"
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)","20500","Person, NC","37145"
"East Stroudsburg, PA (Metropolitan Statistical Area)","20700","Monroe, PA","42089"
"Eau Claire, WI (Metropolitan Statistical Area)","20740","Chippewa, WI","55017"
"Eau Claire, WI (Metropolitan Statistical Area)","20740","Eau Claire, WI","55035"
"El Centro, CA (Metropolitan Statistical Area)","20940","Imperial, CA","06025"
"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","21060","Hardin, KY","21093"
"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","21060","Larue, KY","21123"
"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","21060","Meade, KY","21163"
"Elkhart-Goshen, IN (Metropolitan Statistical Area)","21140","Elkhart, IN","18039"
"Elmira, NY (Metropolitan Statistical Area)","21300","Chemung, NY","36015"
"El Paso, TX (Metropolitan Statistical Area)","21340","El Paso, TX","48141"
"El Paso, TX (Metropolitan Statistical Area)","21340","Hudspeth, TX","48229"
"Enid, OK (Metropolitan Statistical Area)","21420","Garfield, OK","40047"
"Erie, PA (Metropolitan Statistical Area)","21500","Erie, PA","42049"
"Eugene-Springfield, OR (Metropolitan Statistical Area)","21660","Lane, OR","41039"
"Evansville, IN-KY (Metropolitan Statistical Area)","21780","Posey, IN","18129"
"Evansville, IN-KY (Metropolitan Statistical Area)","21780","Vanderburgh, IN","18163"
"Evansville, IN-KY (Metropolitan Statistical Area)","21780","Warrick, IN","18173"
"Evansville, IN-KY (Metropolitan Statistical Area)","21780","Henderson, KY","21101"
"Fairbanks, AK (Metropolitan Statistical Area)","21820","Fairbanks North Star Borough, AK","02090"
"Fargo, ND-MN (Metropolitan Statistical Area)","22020","Clay, MN","27027"
"Fargo, ND-MN (Metropolitan Statistical Area)","22020","Cass, ND","38017"
"Farmington, NM (Metropolitan Statistical Area)","22140","San Juan, NM","35045"
"Fayetteville, NC (Metropolitan Statistical Area)","22180","Cumberland, NC","37051"
"Fayetteville, NC (Metropolitan Statistical Area)","22180","Harnett, NC","37085"
"Fayetteville, NC (Metropolitan Statistical Area)","22180","Hoke, NC","37093"
"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","22220","Benton, AR","05007"
"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","22220","Madison, AR","05087"
"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","22220","Washington, AR","05143"
"Flagstaff, AZ (Metropolitan Statistical Area)","22380","Coconino, AZ","04005"
"Flint, MI (Metropolitan Statistical Area)","22420","Genesee, MI","26049"
"Florence, SC (Metropolitan Statistical Area)","22500","Darlington, SC","45031"
"Florence, SC (Metropolitan Statistical Area)","22500","Florence, SC","45041"
"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","22520","Colbert, AL","01033"
"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","22520","Lauderdale, AL","01077"
"Fond du Lac, WI (Metropolitan Statistical Area)","22540","Fond du Lac, WI","55039"
"Fort Collins, CO (Metropolitan Statistical Area)","22660","Larimer, CO","08069"
"Fort Smith, AR-OK (Metropolitan Statistical Area)","22900","Crawford, AR","05033"
"Fort Smith, AR-OK (Metropolitan Statistical Area)","22900","Franklin, AR","05047"
"Fort Smith, AR-OK (Metropolitan Statistical Area)","22900","Sebastian, AR","05131"
"Fort Smith, AR-OK (Metropolitan Statistical Area)","22900","Sequoyah, OK","40135"
"Fort Wayne, IN (Metropolitan Statistical Area)","23060","Allen, IN","18003"
"Fort Wayne, IN (Metropolitan Statistical Area)","23060","Whitley, IN","18183"
"Fresno, CA (Metropolitan Statistical Area)","23420","Fresno, CA","06019"
"Gadsden, AL (Metropolitan Statistical Area)","23460","Etowah, AL","01055"
"Gainesville, FL (Metropolitan Statistical Area)","23540","Alachua, FL","12001"
"Gainesville, FL (Metropolitan Statistical Area)","23540","Gilchrist, FL","12041"
"Gainesville, FL (Metropolitan Statistical Area)","23540","Levy, FL","12075"
"Gainesville, GA (Metropolitan Statistical Area)","23580","Hall, GA","13139"
"Gettysburg, PA (Metropolitan Statistical Area)","23900","Adams, PA","42001"
"Glens Falls, NY (Metropolitan Statistical Area)","24020","Warren, NY","36113"
"Glens Falls, NY (Metropolitan Statistical Area)","24020","Washington, NY","36115"
"Goldsboro, NC (Metropolitan Statistical Area)","24140","Wayne, NC","37191"
"Grand Forks, ND-MN (Metropolitan Statistical Area)","24220","Polk, MN","27119"
"Grand Forks, ND-MN (Metropolitan Statistical Area)","24220","Grand Forks, ND","38035"
"Grand Island, NE (Metropolitan Statistical Area)","24260","Hall, NE","31079"
"Grand Island, NE (Metropolitan Statistical Area)","24260","Howard, NE","31093"
"Grand Island, NE (Metropolitan Statistical Area)","24260","Merrick, NE","31121"
"Grand Junction, CO (Metropolitan Statistical Area)","24300","Mesa, CO","08077"
"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","24340","Ionia, MI","26067"
"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","24340","Kent, MI","26081"
"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","24340","Montcalm, MI","26117"
"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","24340","Ottawa, MI","26139"
"Grants Pass, OR (Metropolitan Statistical Area)","24420","Josephine, OR","41033"
"Great Falls, MT (Metropolitan Statistical Area)","24500","Cascade, MT","30013"
"Greeley, CO (Metropolitan Statistical Area)","24540","Weld, CO","08123"
"Green Bay, WI (Metropolitan Statistical Area)","24580","Brown, WI","55009"
"Green Bay, WI (Metropolitan Statistical Area)","24580","Kewaunee, WI","55061"
"Green Bay, WI (Metropolitan Statistical Area)","24580","Oconto, WI","55083"
"Greensboro-High Point, NC (Metropolitan Statistical Area)","24660","Guilford, NC","37081"
"Greensboro-High Point, NC (Metropolitan Statistical Area)","24660","Randolph, NC","37151"
"Greensboro-High Point, NC (Metropolitan Statistical Area)","24660","Rockingham, NC","37157"
"Greenville, NC (Metropolitan Statistical Area)","24780","Pitt, NC","37147"
"Greenville-Anderson, SC (Metropolitan Statistical Area)","24860","Anderson, SC","45007"
"Greenville-Anderson, SC (Metropolitan Statistical Area)","24860","Greenville, SC","45045"
"Greenville-Anderson, SC (Metropolitan Statistical Area)","24860","Laurens, SC","45059"
"Greenville-Anderson, SC (Metropolitan Statistical Area)","24860","Pickens, SC","45077"
"Gulfport-Biloxi, MS (Metropolitan Statistical Area)","25060","Hancock, MS","28045"
"Gulfport-Biloxi, MS (Metropolitan Statistical Area)","25060","Harrison, MS","28047"
"Gulfport-Biloxi, MS (Metropolitan Statistical Area)","25060","Jackson, MS","28059"
"Gulfport-Biloxi, MS (Metropolitan Statistical Area)","25060","Stone, MS","28131"
"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","25180","Washington, MD","24043"
"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","25180","Berkeley, WV","54003"
"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","25180","Morgan, WV","54065"
"Hammond, LA (Metropolitan Statistical Area)","25220","Tangipahoa, LA","22105"
"Hanford-Corcoran, CA (Metropolitan Statistical Area)","25260","Kings, CA","06031"
"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","25420","Cumberland, PA","42041"
"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","25420","Dauphin, PA","42043"
"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","25420","Perry, PA","42099"
"Harrisonburg, VA (Metropolitan Statistical Area)","25500","Rockingham + Harrisonburg, VA","51947"
"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)","25540","Hartford, CT","09003"
"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)","25540","Middlesex, CT","09007"
"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)","25540","Tolland, CT","09013"
"Hattiesburg, MS (Metropolitan Statistical Area)","25620","Covington, MS","28031"
"Hattiesburg, MS (Metropolitan Statistical Area)","25620","Forrest, MS","28035"
"Hattiesburg, MS (Metropolitan Statistical Area)","25620","Lamar, MS","28073"
"Hattiesburg, MS (Metropolitan Statistical Area)","25620","Perry, MS","28111"
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","25860","Alexander, NC","37003"
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","25860","Burke, NC","37023"
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","25860","Caldwell, NC","37027"
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","25860","Catawba, NC","37035"
"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","25940","Beaufort, SC","45013"
"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","25940","Jasper, SC","45053"
"Hinesville, GA (Metropolitan Statistical Area)","25980","Liberty, GA","13179"
"Hinesville, GA (Metropolitan Statistical Area)","25980","Long, GA","13183"
"Homosassa Springs, FL (Metropolitan Statistical Area)","26140","Citrus, FL","12017"
"Hot Springs, AR (Metropolitan Statistical Area)","26300","Garland, AR","05051"
"Houma-Thibodaux, LA (Metropolitan Statistical Area)","26380","Lafourche, LA","22057"
"Houma-Thibodaux, LA (Metropolitan Statistical Area)","26380","Terrebonne, LA","22109"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Austin, TX","48015"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Brazoria, TX","48039"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Chambers, TX","48071"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Fort Bend, TX","48157"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Galveston, TX","48167"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Harris, TX","48201"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Liberty, TX","48291"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Montgomery, TX","48339"
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","26420","Waller, TX","48473"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Boyd, KY","21019"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Carter, KY","21043"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Greenup, KY","21089"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Lawrence, OH","39087"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Cabell, WV","54011"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Putnam, WV","54079"
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","26580","Wayne, WV","54099"
"Huntsville, AL (Metropolitan Statistical Area)","26620","Limestone, AL","01083"
"Huntsville, AL (Metropolitan Statistical Area)","26620","Madison, AL","01089"
"Idaho Falls, ID (Metropolitan Statistical Area)","26820","Bonneville, ID","16019"
"Idaho Falls, ID (Metropolitan Statistical Area)","26820","Butte, ID","16023"
"Idaho Falls, ID (Metropolitan Statistical Area)","26820","Jefferson, ID","16051"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Boone, IN","18011"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Brown, IN","18013"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Hamilton, IN","18057"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Hancock, IN","18059"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Hendricks, IN","18063"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Johnson, IN","18081"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Madison, IN","18095"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Marion, IN","18097"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Morgan, IN","18109"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Putnam, IN","18133"
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","26900","Shelby, IN","18145"
"Iowa City, IA (Metropolitan Statistical Area)","26980","Johnson, IA","19103"
"Iowa City, IA (Metropolitan Statistical Area)","26980","Washington, IA","19183"
"Ithaca, NY (Metropolitan Statistical Area)","27060","Tompkins, NY","36109"
"Jackson, MI (Metropolitan Statistical Area)","27100","Jackson, MI","26075"
"Jackson, MS (Metropolitan Statistical Area)","27140","Copiah, MS","28029"
"Jackson, MS (Metropolitan Statistical Area)","27140","Hinds, MS","28049"
"Jackson, MS (Metropolitan Statistical Area)","27140","Holmes, MS","28051"
"Jackson, MS (Metropolitan Statistical Area)","27140","Madison, MS","28089"
"Jackson, MS (Metropolitan Statistical Area)","27140","Rankin, MS","28121"
"Jackson, MS (Metropolitan Statistical Area)","27140","Simpson, MS","28127"
"Jackson, MS (Metropolitan Statistical Area)","27140","Yazoo, MS","28163"
"Jackson, TN (Metropolitan Statistical Area)","27180","Chester, TN","47023"
"Jackson, TN (Metropolitan Statistical Area)","27180","Crockett, TN","47033"
"Jackson, TN (Metropolitan Statistical Area)","27180","Gibson, TN","47053"
"Jackson, TN (Metropolitan Statistical Area)","27180","Madison, TN","47113"
"Jacksonville, FL (Metropolitan Statistical Area)","27260","Baker, FL","12003"
"Jacksonville, FL (Metropolitan Statistical Area)","27260","Clay, FL","12019"
"Jacksonville, FL (Metropolitan Statistical Area)","27260","Duval, FL","12031"
"Jacksonville, FL (Metropolitan Statistical Area)","27260","Nassau, FL","12089"
"Jacksonville, FL (Metropolitan Statistical Area)","27260","St. Johns, FL","12109"
"Jacksonville, NC (Metropolitan Statistical Area)","27340","Onslow, NC","37133"
"Janesville-Beloit, WI (Metropolitan Statistical Area)","27500","Rock, WI","55105"
"Jefferson City, MO (Metropolitan Statistical Area)","27620","Callaway, MO","29027"
"Jefferson City, MO (Metropolitan Statistical Area)","27620","Cole, MO","29051"
"Jefferson City, MO (Metropolitan Statistical Area)","27620","Moniteau, MO","29135"
"Jefferson City, MO (Metropolitan Statistical Area)","27620","Osage, MO","29151"
"Johnson City, TN (Metropolitan Statistical Area)","27740","Carter, TN","47019"
"Johnson City, TN (Metropolitan Statistical Area)","27740","Unicoi, TN","47171"
"Johnson City, TN (Metropolitan Statistical Area)","27740","Washington, TN","47179"
"Johnstown, PA (Metropolitan Statistical Area)","27780","Cambria, PA","42021"
"Jonesboro, AR (Metropolitan Statistical Area)","27860","Craighead, AR","05031"
"Jonesboro, AR (Metropolitan Statistical Area)","27860","Poinsett, AR","05111"
"Joplin, MO (Metropolitan Statistical Area)","27900","Jasper, MO","29097"
"Joplin, MO (Metropolitan Statistical Area)","27900","Newton, MO","29145"
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)","27980","Maui + Kalawao, HI","15901"
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)","28020","Kalamazoo, MI","26077"
"Kankakee, IL (Metropolitan Statistical Area)","28100","Kankakee, IL","17091"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Johnson, KS","20091"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Leavenworth, KS","20103"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Linn, KS","20107"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Miami, KS","20121"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Wyandotte, KS","20209"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Bates, MO","29013"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Caldwell, MO","29025"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Cass, MO","29037"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Clay, MO","29047"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Clinton, MO","29049"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Jackson, MO","29095"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Lafayette, MO","29107"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Platte, MO","29165"
"Kansas City, MO-KS (Metropolitan Statistical Area)","28140","Ray, MO","29177"
"Kennewick-Richland, WA (Metropolitan Statistical Area)","28420","Benton, WA","53005"
"Kennewick-Richland, WA (Metropolitan Statistical Area)","28420","Franklin, WA","53021"
"Killeen-Temple, TX (Metropolitan Statistical Area)","28660","Bell, TX","48027"
"Killeen-Temple, TX (Metropolitan Statistical Area)","28660","Coryell, TX","48099"
"Killeen-Temple, TX (Metropolitan Statistical Area)","28660","Lampasas, TX","48281"
"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","28700","Hawkins, TN","47073"
"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","28700","Sullivan, TN","47163"
"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","28700","Scott, VA","51169"
"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","28700","Washington + Bristol, VA","51953"
"Kingston, NY (Metropolitan Statistical Area)","28740","Ulster, NY","36111"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Anderson, TN","47001"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Blount, TN","47009"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Campbell, TN","47013"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Knox, TN","47093"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Loudon, TN","47105"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Morgan, TN","47129"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Roane, TN","47145"
"Knoxville, TN (Metropolitan Statistical Area)","28940","Union, TN","47173"
"Kokomo, IN (Metropolitan Statistical Area)","29020","Howard, IN","18067"
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","29100","Houston, MN","27055"
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","29100","La Crosse, WI","55063"
"Lafayette, LA (Metropolitan Statistical Area)","29180","Acadia, LA","22001"
"Lafayette, LA (Metropolitan Statistical Area)","29180","Iberia, LA","22045"
"Lafayette, LA (Metropolitan Statistical Area)","29180","Lafayette, LA","22055"
"Lafayette, LA (Metropolitan Statistical Area)","29180","St. Martin, LA","22099"
"Lafayette, LA (Metropolitan Statistical Area)","29180","Vermilion, LA","22113"
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","29200","Benton, IN","18007"
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","29200","Carroll, IN","18015"
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","29200","Tippecanoe, IN","18157"
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","29200","Warren, IN","18171"
"Lake Charles, LA (Metropolitan Statistical Area)","29340","Calcasieu, LA","22019"
"Lake Charles, LA (Metropolitan Statistical Area)","29340","Cameron, LA","22023"
